Date,High,Low,Open,Close,Volume
10/03/2023,32.65,31.05,31.45,32.15,1983300
09/03/2023,31.95,31.4,31.95,31.55,1006700
08/03/2023,31.65,29.8,30.0,31.65,1420600
07/03/2023,30.7,29.85,30.0,30.35,1058100
06/03/2023,31.0,29.9,30.9,29.9,773300
03/03/2023,31.3,30.3,30.8,30.3,992000
02/03/2023,32.15,30.8,32.1,30.8,923600
01/03/2023,31.9,29.8,30.5,31.9,771500
28/02/2023,30.95,29.8,30.9,30.5,1184100
27/02/2023,31.9,30.25,31.85,30.25,2210500
24/02/2023,34.35,32.5,34.0,32.5,980700
23/02/2023,34.0,31.5,32.8,34.0,2155800
22/02/2023,35.55,32.6,34.3,32.6,2551100
21/02/2023,35.5,34.1,34.7,35.0,2214500
20/02/2023,33.85,32.5,33.0,33.7,2189900
17/02/2023,34.3,32.8,33.8,32.8,1566500
16/02/2023,33.65,32.45,32.6,33.4,1474500
15/02/2023,32.95,30.65,31.35,32.6,1492500
14/02/2023,32.5,31.25,31.9,31.3,1288400
13/02/2023,33.9,31.6,33.9,31.6,2711000
10/02/2023,34.4,32.6,33.7,33.95,2260000
09/02/2023,33.05,31.2,31.5,33.05,2507100
08/02/2023,31.15,28.6,31.0,30.9,962800
07/02/2023,31.65,29.6,29.6,30.25,2557500
06/02/2023,30.0,28.5,29.0,29.6,857700
